employee_program_id,employee_id,program_id,enrollment_date,completion_date,participation_status,completion_score
EP007281,E04174,P014,2026-09-21,2026-12-27,Completed,88.98
EP007282,E03169,P038,2025-06-27,2025-06-27,Completed,82.11
EP007283,E00005,P035,2024-06-29,,Enrolled,
EP007284,E03911,P018,2026-05-02,2026-07-10,Completed,98.79
EP007285,E00116,P024,2025-01-29,,Enrolled,
EP007286,E01691,P001,2025-12-23,,Enrolled,
EP007287,E02322,P015,2025-06-03,2025-06-12,Completed,86.44
EP007288,E04363,P003,2025-11-12,2025-11-24,Completed,91.06
EP007289,E00906,P014,2026-08-18,,In Progress,
EP007290,E00027,P037,2026-07-18,,Enrolled,
EP007291,E03742,P025,2024-08-08,,Enrolled,
EP007292,E03767,P037,2026-05-21,2026-07-13,Completed,81.19
EP007293,E02543,P025,2024-07-28,,Withdrawn,
EP007294,E02199,P008,2024-06-08,,Enrolled,
EP007295,E00581,P039,2026-04-14,,Enrolled,
EP007296,E00617,P037,2026-05-29,,Enrolled,
EP007297,E01889,P021,2025-01-29,2025-02-28,Completed,81.97
EP007298,E03618,P004,2025-11-28,,Enrolled,
EP007299,E04549,P002,2024-08-06,,Withdrawn,
EP007300,E03670,P012,2025-06-13,2025-06-19,Completed,74.53
EP007301,E00829,P026,2026-08-22,,Withdrawn,
EP007302,E04014,P021,2024-12-31,,Enrolled,
EP007303,E00374,P031,2026-07-27,,In Progress,
EP007304,E00205,P021,2025-03-25,2025-03-27,Completed,100.0
EP007305,E01413,P028,2024-07-17,,Enrolled,
EP007306,E02896,P002,2024-10-23,2024-10-29,Completed,92.7
EP007307,E01843,P005,2025-05-04,,Withdrawn,
EP007308,E01298,P008,2024-08-25,,Enrolled,
EP007309,E03016,P009,2024-10-03,2025-01-01,Completed,81.74
EP007310,E01272,P025,2024-08-26,,Enrolled,
EP007311,E03113,P040,2025-02-14,,Enrolled,
EP007312,E00489,P003,2025-11-26,2025-12-06,Completed,86.39
EP007313,E01960,P040,2025-02-09,2025-02-26,Completed,78.35
EP007314,E02005,P039,2026-04-16,2026-05-27,Completed,71.0
EP007315,E03393,P034,2025-09-12,,Enrolled,
EP007316,E04212,P015,2025-05-19,2025-05-25,Completed,84.61
EP007317,E01531,P026,2026-08-29,2026-10-23,Completed,92.49
EP007318,E04305,P028,2024-06-07,,Enrolled,
EP007319,E03780,P001,2026-02-06,2026-02-15,Completed,86.45
EP007320,E01098,P018,2026-07-02,2026-07-07,Completed,82.6
EP007321,E04425,P034,2025-08-09,,Enrolled,
EP007322,E02458,P003,2025-10-16,,Withdrawn,
EP007323,E00988,P029,2026-05-24,,Withdrawn,
EP007324,E04951,P018,2026-07-03,2026-07-24,Completed,79.88
EP007325,E00246,P007,2024-10-18,2024-10-19,Completed,85.11
EP007326,E04139,P029,2026-03-02,,Enrolled,
EP007327,E00349,P005,2025-04-30,2025-07-04,Completed,86.0
EP007328,E01065,P025,2024-08-26,2024-11-24,Completed,86.97
EP007329,E01592,P004,2026-01-06,2026-01-14,Completed,81.24
EP007330,E04060,P025,2024-10-23,,Withdrawn,
EP007331,E00931,P009,2024-07-30,,Enrolled,
EP007332,E00231,P018,2026-05-28,,Enrolled,
EP007333,E00875,P003,2025-10-24,2025-11-06,Completed,81.67
EP007334,E03684,P026,2026-08-15,2026-09-26,Completed,80.07
EP007335,E01230,P031,2026-08-04,,Withdrawn,
EP007336,E00787,P003,2025-10-05,2025-11-06,Completed,85.42
EP007337,E00032,P037,2026-05-18,,Enrolled,
EP007338,E02924,P040,2024-12-13,2025-01-12,Completed,84.31
EP007339,E01407,P006,2025-07-12,2025-08-12,Completed,94.89
EP007340,E04128,P040,2025-01-12,,Enrolled,
EP007341,E02491,P020,2026-01-04,2026-01-10,Completed,88.38
EP007342,E01726,P012,2025-04-26,2025-06-06,Completed,83.35
EP007343,E02221,P013,2025-07-16,2025-07-21,Completed,80.64
EP007344,E01179,P025,2024-11-13,2024-12-07,Completed,97.48
EP007345,E04163,P035,2024-06-25,,Withdrawn,
EP007346,E00046,P037,2026-06-06,2026-07-08,Completed,86.41
EP007347,E00734,P020,2025-12-19,2026-01-09,Completed,96.32
EP007348,E01399,P002,2024-10-23,,Enrolled,
EP007349,E00443,P037,2026-07-24,,Enrolled,
EP007350,E02991,P005,2025-06-14,2025-08-04,Completed,82.9
EP007351,E03756,P006,2025-07-03,2025-08-18,Completed,82.3
EP007352,E04306,P036,2025-01-24,2025-01-26,Completed,81.87
EP007353,E00026,P030,2026-07-07,2026-08-19,Completed,71.15
EP007354,E03631,P034,2025-04-28,2025-05-14,Completed,70.95
EP007355,E01408,P033,2025-03-07,2025-03-11,Completed,80.25
EP007356,E03681,P022,2025-01-02,2025-01-12,Completed,86.94
EP007357,E04198,P011,2025-02-06,2025-02-12,Completed,84.0
EP007358,E02571,P040,2024-09-24,2024-12-31,Completed,94.94
EP007359,E00986,P008,2024-08-20,2024-08-24,Completed,92.21
EP007360,E02271,P015,2025-03-04,,Enrolled,
EP007361,E02709,P013,2025-06-18,2025-08-03,Completed,81.38
EP007362,E00227,P038,2025-04-13,2025-04-20,Completed,85.92
EP007363,E01013,P010,2024-06-13,2024-07-10,Completed,78.66
EP007364,E01381,P015,2025-05-07,,Enrolled,
EP007365,E00250,P016,2024-08-27,2024-10-27,Completed,80.98
EP007366,E01446,P015,2025-04-01,2025-05-24,Completed,61.8
EP007367,E03324,P020,2025-12-15,2026-01-19,Completed,77.37
EP007368,E01471,P024,2025-04-21,,Enrolled,
EP007369,E03200,P011,2024-10-05,2025-01-05,Completed,81.14
EP007370,E03919,P010,2024-07-11,2024-07-22,Completed,81.72
EP007371,E01488,P034,2025-07-09,,Enrolled,
EP007372,E03331,P025,2024-08-04,,Enrolled,
EP007373,E03507,P012,2025-04-19,,Enrolled,
EP007374,E03098,P025,2024-06-21,2024-11-28,Completed,100.0
EP007375,E01099,P020,2025-09-24,2025-11-07,Completed,83.8
EP007376,E04745,P005,2025-04-14,2025-06-02,Completed,67.89
EP007377,E02896,P006,2025-04-14,2025-04-27,Completed,78.94
EP007378,E00087,P009,2024-11-12,2024-12-14,Completed,74.52
EP007379,E00172,P012,2025-05-31,,Enrolled,
EP007380,E00887,P014,2026-09-07,2026-10-02,Completed,75.02
EP007381,E00468,P007,2024-09-16,2024-09-22,Completed,74.84
EP007382,E00486,P026,2026-10-24,,Withdrawn,
EP007383,E02114,P033,2025-02-14,,Enrolled,
EP007384,E01014,P009,2024-11-29,,Withdrawn,
EP007385,E01437,P001,2025-12-08,,Enrolled,
EP007386,E01482,P017,2024-07-17,2024-07-20,Completed,96.03
EP007387,E04390,P023,2025-06-16,,Withdrawn,
EP007388,E02132,P036,2024-12-23,2025-01-18,Completed,86.03
EP007389,E04607,P010,2024-07-04,2024-08-20,Completed,85.18
EP007390,E01510,P036,2024-12-30,2025-01-20,Completed,94.66
EP007391,E03431,P014,2026-11-14,2026-12-29,Completed,98.46
EP007392,E02872,P002,2024-08-15,2024-09-25,Completed,90.51
EP007393,E04604,P039,2026-03-01,2026-05-27,Completed,79.72
EP007394,E00952,P039,2026-03-24,,Enrolled,
EP007395,E00980,P024,2025-02-12,,Withdrawn,
EP007396,E00024,P031,2026-07-09,2026-08-12,Completed,83.48
EP007397,E00321,P023,2025-05-24,2025-07-10,Completed,77.41
EP007398,E03871,P013,2025-06-12,2025-07-13,Completed,74.48
EP007399,E01878,P029,2026-03-02,2026-03-20,Completed,68.66
EP007400,E00899,P024,2025-04-24,,Enrolled,
EP007401,E04388,P015,2025-05-12,2025-06-01,Completed,99.71
EP007402,E02431,P031,2026-07-06,2026-07-06,Completed,80.86
EP007403,E02390,P027,2025-01-19,2025-01-27,Completed,86.01
EP007404,E02799,P010,2024-07-28,2024-08-25,Completed,75.1
EP007405,E03816,P001,2025-12-14,2026-01-19,Completed,93.79
EP007406,E04320,P008,2024-10-02,2024-10-19,Completed,92.63
EP007407,E01059,P016,2024-07-21,2024-11-27,Completed,72.87
EP007408,E03398,P025,2024-11-30,2024-12-03,Completed,88.57
EP007409,E02029,P034,2025-04-17,2025-08-17,Completed,72.34
EP007410,E02658,P035,2024-09-22,2024-09-22,Completed,80.54
EP007411,E03153,P003,2025-12-06,2025-12-06,Completed,94.03
EP007412,E03288,P038,2025-05-03,,Enrolled,
EP007413,E03079,P001,2026-02-15,2026-02-19,Completed,80.42
EP007414,E04053,P023,2025-07-07,2025-07-17,Completed,81.14
EP007415,E04167,P026,2026-07-27,,In Progress,
EP007416,E01247,P012,2025-06-17,2025-06-18,Completed,89.43
EP007417,E00473,P035,2024-09-15,2024-09-23,Completed,86.91
EP007418,E02200,P012,2025-05-22,2025-06-22,Completed,81.26
EP007419,E00543,P029,2026-03-17,2026-04-28,Completed,93.69
EP007420,E03421,P012,2025-06-09,,Enrolled,
EP007421,E04817,P040,2024-11-23,2025-02-24,Completed,82.88
EP007422,E04825,P010,2024-08-11,2024-08-11,Completed,83.68
EP007423,E04942,P002,2024-10-14,,Enrolled,
EP007424,E00996,P011,2025-01-10,,Withdrawn,
EP007425,E03330,P019,2025-12-18,2026-04-14,Completed,100.0
EP007426,E04547,P023,2025-08-15,,Enrolled,
EP007427,E02758,P016,2024-09-01,,Enrolled,
EP007428,E02979,P028,2024-05-13,,Enrolled,
EP007429,E01146,P014,2026-12-14,,In Progress,
EP007430,E04363,P024,2025-03-09,,Enrolled,
EP007431,E00808,P027,2024-12-31,2025-02-02,Completed,70.76
EP007432,E00262,P004,2026-01-27,2026-02-20,Completed,92.11
EP007433,E02153,P001,2025-12-26,2025-12-26,Completed,67.3
EP007434,E02456,P039,2026-05-07,,Enrolled,
EP007435,E00509,P004,2025-10-31,2026-01-10,Completed,86.56
EP007436,E00579,P037,2026-07-21,2026-07-28,Completed,79.27
EP007437,E02154,P001,2025-11-26,,Enrolled,
EP007438,E02615,P036,2025-01-04,2025-01-06,Completed,82.71
EP007439,E01261,P029,2026-02-23,,Enrolled,
EP007440,E02097,P014,2026-08-31,,In Progress,
EP007441,E01095,P031,2026-08-23,,In Progress,
EP007442,E00750,P004,2025-11-16,2026-02-06,Completed,74.96
EP007443,E04293,P025,2024-06-25,2024-10-25,Completed,72.4
EP007444,E02233,P002,2024-08-18,2024-12-16,Completed,70.02
EP007445,E02189,P031,2026-07-29,,In Progress,
EP007446,E04250,P001,2026-01-29,2026-02-18,Completed,75.83
EP007447,E02940,P014,2026-09-13,2026-09-16,Completed,86.16
EP007448,E00639,P031,2026-08-19,2026-08-21,Completed,78.94
EP007449,E01807,P033,2025-03-16,2025-03-21,Completed,87.61
EP007450,E04950,P011,2025-01-30,2025-01-31,Completed,87.05
EP007451,E02115,P008,2024-07-03,2024-08-18,Completed,90.38
EP007452,E03892,P005,2025-04-17,,Enrolled,
EP007453,E01923,P012,2025-06-12,,Enrolled,
EP007454,E00569,P031,2026-08-02,2026-08-03,Completed,91.46
EP007455,E01381,P009,2024-07-03,2024-12-27,Completed,73.87
EP007456,E01667,P005,2025-04-24,,Enrolled,
EP007457,E03198,P006,2025-07-22,,Enrolled,
EP007458,E01493,P012,2025-04-19,2025-06-30,Completed,89.12
EP007459,E03661,P021,2025-01-03,2025-03-14,Completed,80.98
EP007460,E02187,P016,2024-09-27,,Enrolled,
EP007461,E01571,P004,2026-02-13,2026-02-14,Completed,75.19
EP007462,E02887,P032,2025-01-14,2025-05-08,Completed,81.81
EP007463,E02728,P034,2025-06-11,2025-09-18,Completed,86.21
EP007464,E02295,P032,2025-01-23,2025-03-10,Completed,87.15
EP007465,E00619,P013,2025-07-16,2025-07-28,Completed,71.56
EP007466,E00132,P008,2024-08-09,2024-09-01,Completed,84.87
EP007467,E01231,P027,2024-12-25,2025-01-24,Completed,88.85
EP007468,E01658,P023,2025-05-29,,Enrolled,
EP007469,E02358,P023,2025-07-30,2025-08-02,Completed,85.91
EP007470,E00531,P023,2025-05-23,2025-07-27,Completed,80.88
EP007471,E02044,P031,2026-08-02,,In Progress,
EP007472,E03032,P035,2024-09-15,,Enrolled,
EP007473,E00292,P014,2026-10-21,2026-10-22,Completed,92.54
EP007474,E01476,P017,2024-05-23,2024-07-02,Completed,84.32
EP007475,E00351,P006,2025-08-05,,Enrolled,
EP007476,E01758,P007,2024-09-03,,Enrolled,
EP007477,E01058,P002,2024-10-22,2024-12-10,Completed,92.41
EP007478,E03880,P019,2026-04-30,,Enrolled,
EP007479,E01192,P001,2026-01-31,,Enrolled,
EP007480,E03621,P017,2024-04-25,,Enrolled,
EP007481,E03695,P018,2026-07-02,2026-07-08,Completed,81.78
EP007482,E03134,P023,2025-06-04,,Enrolled,
EP007483,E04505,P018,2026-04-15,2026-07-09,Completed,91.94
EP007484,E03931,P006,2025-06-07,2025-07-13,Completed,85.02
EP007485,E03980,P006,2025-04-20,2025-05-17,Completed,96.65
EP007486,E02499,P016,2024-11-18,2024-11-21,Completed,71.05
EP007487,E01403,P038,2025-04-26,,Enrolled,
EP007488,E02395,P019,2026-04-13,2026-05-02,Completed,87.13
EP007489,E01081,P032,2025-01-12,,Withdrawn,
EP007490,E00704,P017,2024-05-08,,Enrolled,
EP007491,E00040,P001,2025-12-24,2026-01-16,Completed,91.3
EP007492,E02928,P007,2024-08-03,,Enrolled,
EP007493,E01924,P004,2025-09-21,2025-12-04,Completed,87.86
EP007494,E03887,P008,2024-09-22,2024-10-20,Completed,100.0
EP007495,E00008,P025,2024-07-17,,Enrolled,
EP007496,E02220,P017,2024-05-10,2024-06-30,Completed,82.39
EP007497,E00465,P033,2025-03-03,2025-03-25,Completed,75.99
EP007498,E01154,P019,2026-03-31,,Withdrawn,
EP007499,E03845,P008,2024-08-02,2024-10-10,Completed,100.0
EP007500,E04426,P039,2026-03-28,,Enrolled,
EP007501,E00360,P010,2024-06-24,,Enrolled,
EP007502,E04448,P021,2025-01-18,2025-03-29,Completed,80.32
EP007503,E01075,P001,2025-11-15,,Enrolled,
EP007504,E00683,P029,2026-01-27,2026-04-12,Completed,82.34
EP007505,E04477,P012,2025-07-01,,Enrolled,
EP007506,E01266,P038,2025-06-12,2025-06-13,Completed,75.15
EP007507,E04383,P001,2026-01-10,2026-01-26,Completed,88.09
EP007508,E04476,P036,2025-01-13,2025-02-06,Completed,83.46
EP007509,E04572,P027,2024-12-29,,Enrolled,
EP007510,E01263,P033,2025-02-11,,Enrolled,
EP007511,E02325,P026,2026-09-09,,In Progress,
EP007512,E03636,P036,2025-01-22,2025-01-29,Completed,55.85
EP007513,E00997,P027,2025-02-06,2025-02-09,Completed,68.55
EP007514,E02134,P018,2026-04-20,2026-04-30,Completed,100.0
EP007515,E02986,P038,2025-04-20,2025-06-29,Completed,89.83
EP007516,E00742,P006,2025-04-19,2025-05-21,Completed,89.24
EP007517,E00348,P037,2026-05-10,,Withdrawn,
EP007518,E00959,P015,2025-03-31,2025-04-27,Completed,72.27
EP007519,E03583,P040,2024-10-03,2025-02-27,Completed,66.67
EP007520,E00057,P001,2026-01-26,,Withdrawn,
EP007521,E02566,P012,2025-05-15,,Enrolled,
EP007522,E03575,P040,2024-08-22,2025-01-19,Completed,82.52
EP007523,E04889,P005,2025-06-27,2025-07-02,Completed,68.62
EP007524,E00423,P016,2024-11-06,,Withdrawn,
EP007525,E04802,P040,2024-10-29,2025-02-27,Completed,100.0
EP007526,E00835,P023,2025-06-03,,Enrolled,
EP007527,E01294,P039,2026-05-20,2026-05-20,Completed,81.96
EP007528,E03119,P001,2025-12-24,2026-01-16,Completed,78.51
EP007529,E01070,P039,2026-05-17,,Enrolled,
EP007530,E00714,P011,2024-10-10,2025-03-22,Completed,79.43
EP007531,E01920,P033,2025-02-17,,Enrolled,
EP007532,E00319,P007,2024-09-06,2024-10-02,Completed,96.61
EP007533,E01896,P036,2024-12-07,,Enrolled,
EP007534,E03352,P027,2024-12-02,2024-12-12,Completed,74.72
EP007535,E00576,P039,2026-05-03,,Enrolled,
EP007536,E00704,P018,2026-05-24,2026-05-31,Completed,85.8
EP007537,E03064,P001,2026-02-15,2026-02-18,Completed,95.29
EP007538,E00738,P010,2024-08-09,,Enrolled,
EP007539,E03574,P021,2025-02-11,,Enrolled,
EP007540,E00249,P006,2025-07-14,,Enrolled,
EP007541,E01379,P003,2025-10-27,2025-12-03,Completed,80.25
EP007542,E04060,P037,2026-06-24,2026-07-19,Completed,78.71
EP007543,E00748,P032,2025-05-08,2025-05-08,Completed,85.35
EP007544,E00240,P030,2026-07-01,2026-07-06,Completed,91.49
EP007545,E00447,P014,2026-08-31,2026-10-17,Completed,87.23
EP007546,E03776,P019,2026-04-20,,Withdrawn,
EP007547,E01511,P025,2024-09-08,2024-11-20,Completed,81.96
EP007548,E04808,P038,2025-05-20,2025-06-14,Completed,81.12
EP007549,E01043,P022,2024-11-07,2024-12-05,Completed,81.21
EP007550,E01455,P004,2026-01-21,,Enrolled,
EP007551,E04406,P032,2024-12-05,2024-12-10,Completed,85.43
EP007552,E04112,P009,2024-12-09,,Enrolled,
EP007553,E00424,P025,2024-08-03,2024-11-24,Completed,98.17
EP007554,E00407,P025,2024-06-29,,Enrolled,
EP007555,E01821,P020,2026-01-06,,Enrolled,
EP007556,E00306,P006,2025-08-09,2025-08-16,Completed,79.87
EP007557,E02911,P028,2024-05-10,,Enrolled,
EP007558,E03420,P021,2025-01-06,,Enrolled,
EP007559,E02155,P004,2025-12-28,2026-01-15,Completed,86.01
EP007560,E03909,P026,2026-08-12,,In Progress,
EP007561,E02377,P025,2024-08-02,,Enrolled,
EP007562,E01667,P039,2026-04-15,,Withdrawn,
EP007563,E04188,P022,2024-12-26,,Withdrawn,
EP007564,E04171,P030,2026-06-28,2026-08-08,Completed,97.46
EP007565,E03424,P015,2025-04-27,,Enrolled,
EP007566,E04446,P033,2025-01-10,,Enrolled,
EP007567,E01029,P010,2024-07-13,,Withdrawn,
EP007568,E04982,P002,2024-10-17,2024-12-15,Completed,76.0
EP007569,E01297,P018,2026-06-11,,Enrolled,
EP007570,E03812,P011,2024-12-18,2025-01-29,Completed,72.94
EP007571,E00341,P004,2026-01-26,,Enrolled,
EP007572,E02278,P019,2026-01-21,2026-03-23,Completed,98.23
EP007573,E04162,P017,2024-07-11,2024-07-11,Completed,82.29
EP007574,E02217,P032,2025-04-25,,Enrolled,
EP007575,E02956,P028,2024-04-20,2024-07-15,Completed,80.78
EP007576,E01442,P022,2025-01-12,,Enrolled,
EP007577,E02929,P004,2025-11-25,,Enrolled,
EP007578,E01873,P039,2026-04-11,2026-04-15,Completed,79.35
EP007579,E00188,P027,2025-01-29,,Withdrawn,
EP007580,E03732,P019,2026-03-15,2026-04-28,Completed,93.52
EP007581,E03325,P004,2025-10-28,,Enrolled,
EP007582,E01139,P027,2025-01-07,,Enrolled,
EP007583,E01092,P034,2025-09-19,2025-09-23,Completed,87.83
EP007584,E03229,P019,2026-02-19,,Enrolled,
EP007585,E04226,P028,2024-07-31,2024-09-04,Completed,92.88
EP007586,E04763,P020,2025-10-01,2025-10-18,Completed,91.12
EP007587,E02547,P011,2025-02-22,,Enrolled,
EP007588,E02702,P023,2025-05-18,,Enrolled,
EP007589,E00186,P020,2025-12-30,2026-01-05,Completed,92.07
EP007590,E03934,P010,2024-06-14,2024-07-06,Completed,81.82
EP007591,E02719,P035,2024-07-22,,Enrolled,
EP007592,E03031,P007,2024-09-26,2024-10-03,Completed,75.16
EP007593,E02526,P021,2025-01-28,2025-03-12,Completed,83.38
EP007594,E00013,P007,2024-08-20,2024-08-26,Completed,81.4
EP007595,E01483,P031,2026-08-24,,In Progress,
EP007596,E04949,P017,2024-06-17,2024-06-18,Completed,87.69
EP007597,E00630,P020,2025-09-24,,Enrolled,
EP007598,E00318,P031,2026-06-29,2026-08-23,Completed,92.25
EP007599,E04309,P017,2024-03-29,2024-06-20,Completed,80.86
EP007600,E03208,P017,2024-05-28,,Enrolled,
EP007601,E00161,P040,2025-01-25,2025-02-12,Completed,81.65
EP007602,E03198,P027,2024-12-02,2024-12-30,Completed,82.21
EP007603,E00826,P013,2025-05-26,2025-06-04,Completed,70.99
EP007604,E01350,P039,2026-05-04,2026-06-02,Completed,95.63
EP007605,E00827,P037,2026-05-19,2026-07-05,Completed,86.97
EP007606,E04581,P005,2025-04-23,,Enrolled,
EP007607,E04957,P028,2024-08-07,,Enrolled,
EP007608,E00189,P013,2025-05-29,,Enrolled,
EP007609,E02249,P006,2025-07-03,2025-07-16,Completed,82.23
EP007610,E01445,P015,2025-03-29,2025-06-08,Completed,94.25
EP007611,E02268,P001,2025-12-30,2026-02-23,Completed,96.64
EP007612,E02134,P001,2025-12-09,2026-01-06,Completed,85.37
EP007613,E03311,P026,2026-10-23,,In Progress,
EP007614,E03033,P012,2025-06-24,,Enrolled,
EP007615,E01183,P014,2026-10-16,,In Progress,
EP007616,E02517,P022,2024-12-08,,Enrolled,
EP007617,E01962,P019,2026-04-26,2026-05-14,Completed,81.22
EP007618,E01772,P005,2025-06-20,2025-08-07,Completed,92.58
EP007619,E01397,P032,2025-01-13,2025-01-25,Completed,71.64
EP007620,E00064,P006,2025-04-12,2025-06-06,Completed,84.42
EP007621,E04910,P001,2026-01-28,2026-01-30,Completed,72.38
EP007622,E03466,P007,2024-08-10,2024-10-06,Completed,78.13
EP007623,E04640,P002,2024-12-20,2024-12-22,Completed,66.73
EP007624,E01728,P001,2025-12-01,2025-12-28,Completed,91.73
EP007625,E02973,P026,2026-08-16,2026-08-21,Completed,82.18
EP007626,E02872,P016,2024-10-20,2024-11-23,Completed,92.67
EP007627,E03744,P026,2026-08-20,,In Progress,
EP007628,E03259,P039,2026-04-10,2026-05-08,Completed,84.79
EP007629,E03967,P036,2025-01-08,,Enrolled,
EP007630,E04135,P023,2025-08-18,2025-08-26,Completed,87.86
EP007631,E01925,P036,2024-12-10,,Enrolled,
EP007632,E01262,P006,2025-07-12,2025-07-22,Completed,80.92
EP007633,E00150,P020,2025-12-31,,Enrolled,
EP007634,E04844,P006,2025-07-24,2025-07-29,Completed,87.39
EP007635,E01857,P011,2024-12-15,2025-01-03,Completed,89.32
EP007636,E01439,P017,2024-04-11,2024-04-27,Completed,75.66
EP007637,E00069,P029,2026-02-21,2026-04-18,Completed,83.45
EP007638,E03925,P024,2025-03-02,2025-04-01,Completed,90.8
EP007639,E00412,P031,2026-08-03,2026-08-19,Completed,100.0
EP007640,E01670,P008,2024-08-30,,Enrolled,
EP007641,E02137,P020,2025-12-17,2025-12-17,Completed,99.18
EP007642,E04551,P030,2026-08-17,2026-08-18,Completed,100.0
EP007643,E02656,P034,2025-09-22,2025-09-22,Completed,87.54
EP007644,E00929,P038,2025-03-24,2025-05-18,Completed,100.0
EP007645,E03198,P018,2026-04-25,,Enrolled,
EP007646,E02159,P005,2025-05-02,2025-05-14,Completed,95.92
EP007647,E00841,P020,2025-12-13,,Enrolled,
EP007648,E03619,P037,2026-06-29,,Enrolled,
EP007649,E00824,P009,2024-11-10,2024-12-28,Completed,91.39
EP007650,E02385,P002,2024-12-23,,Enrolled,
EP007651,E04488,P019,2026-03-16,2026-05-14,Completed,81.13
EP007652,E02976,P005,2025-05-11,2025-07-21,Completed,95.66
EP007653,E02150,P012,2025-04-19,,Enrolled,
EP007654,E00162,P005,2025-06-05,,Enrolled,
EP007655,E04800,P019,2025-12-30,2026-01-21,Completed,78.62
EP007656,E01448,P034,2025-05-12,,Withdrawn,
EP007657,E04707,P022,2024-12-16,,Enrolled,
EP007658,E03049,P035,2024-09-02,,Enrolled,
EP007659,E04387,P011,2024-09-25,2024-11-16,Completed,88.74
EP007660,E04012,P028,2024-09-18,2024-09-20,Completed,80.27
EP007661,E03167,P027,2024-12-18,,Withdrawn,
EP007662,E00572,P021,2025-02-09,2025-02-17,Completed,83.65
EP007663,E02394,P015,2025-05-18,,Enrolled,
EP007664,E02796,P019,2025-12-30,2026-04-09,Completed,95.27
EP007665,E01254,P040,2025-02-17,2025-02-24,Completed,88.46
EP007666,E04859,P027,2025-01-06,2025-01-06,Completed,73.6
EP007667,E02224,P026,2026-08-25,2026-09-27,Completed,72.94
EP007668,E00835,P012,2025-04-28,2025-05-06,Completed,88.32
EP007669,E04453,P039,2026-04-17,,Enrolled,
EP007670,E02930,P009,2024-11-03,2024-11-13,Completed,79.02
EP007671,E01351,P037,2026-06-11,,Withdrawn,
EP007672,E02107,P038,2025-06-24,2025-06-28,Completed,99.92
EP007673,E04614,P028,2024-08-25,,Enrolled,
EP007674,E02011,P034,2025-04-15,2025-08-16,Completed,88.08
EP007675,E01955,P013,2025-07-24,,Withdrawn,
EP007676,E01382,P024,2025-04-05,2025-04-28,Completed,79.68
EP007677,E01800,P034,2025-08-31,,Enrolled,
EP007678,E03888,P011,2024-11-13,2024-12-29,Completed,82.56
EP007679,E04902,P030,2026-06-29,,Withdrawn,
EP007680,E00282,P026,2026-07-22,2026-08-07,Completed,79.99
EP007681,E04890,P022,2024-12-11,,Enrolled,
EP007682,E03924,P002,2024-09-18,2024-11-22,Completed,96.35
EP007683,E04830,P026,2026-07-09,2026-08-05,Completed,92.07
EP007684,E02643,P023,2025-08-25,2025-09-04,Completed,80.45
EP007685,E04612,P022,2024-11-26,2025-01-06,Completed,77.33
EP007686,E01422,P023,2025-06-09,2025-08-15,Completed,85.96
EP007687,E00233,P024,2025-03-24,2025-04-27,Completed,77.63
